CAD CDW ID,CAD Event Number,General Offense Number,Event Clearance Code,Event Clearance Description,Event Clearance SubGroup,Event Clearance Group,Event Clearance Date,Hundred Block Location,District/Sector,Zone/Beat,Census Tract,Longitude,Latitude,Incident Location,Initial Type Description,Initial Type Subgroup,Initial Type Group,At Scene Time
106708,10000379380,2010379380,100,FRAUD (INCLUDING IDENTITY THEFT),FRAUD CALLS,FRAUD CALLS,10/30/2010 02:12:00 PM,16XX BLOCK OF BELMONT AVE,E,E2,8400.1002,-122.324479726,47.61578647,"(47.61578647, -122.324479726)",,,,
688883,11000398941,2011398941,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,12/13/2011 01:34:00 AM,58XX BLOCK OF ROOSEVELT WAY NE,U,U3,4400.5006,-122.31736352,47.671115657,"(47.671115657, -122.31736352)",,,,
1665436,16000040977,201640977,350,HAZARDS,HAZARDS,HAZARDS,02/03/2016 08:16:05 PM,W LEE ST / 10 AV W,Q,Q2,7100.1004,-122.370415,47.631115,"(47.631115, -122.370415)","WIRES DOWN (PHONE, ELECTRICAL,ETC.)",HAZARDS,HAZARDS,
1949679,17000079233,201779233,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,03/05/2017 06:01:13 PM,HOLMAN RD NW / 7 AV NW,J,J1,1400.301,-122.36472,47.700382,"(47.700382, -122.36472)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,03/05/2017 12:14:35 PM
1706821,16000112737,2016112737,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,04/01/2016 10:23:07 PM,56XX BLOCK OF S BANGOR ST,S,S3,11900.5009,-122.26219,47.506123,"(47.506123, -122.26219)","TRU- MOTOR VEHICLE COLLISION, HIT AND RUN AFTER THE FACT",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,
832593,12000197879,2012197879,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,06/24/2012 04:05:00 AM,120XX BLOCK OF 33RD AVE NE,L,L2,700.1004,-122.292817892,47.71643695,"(47.71643695, -122.292817892)",,,,
2182676,14000351800,2014351800,,,,,,47XX BLOCK OF S FERDINAND ST,R,R3,10200.5008,-122.273821973,47.558223712,"(47.558223712, -122.273821973)",AUTO RECOVERY,AUTO THEFTS,AUTO RECOVERIES,10/20/2014 09:10:00 PM
441649,11000302210,2011302210,220,MENTAL COMPLAINT,MENTAL CALL,MENTAL HEALTH,09/13/2011 12:33:00 AM,19XX BLOCK OF 2ND AVE,M,M2,8002.1000,-122.35316205,47.618480049,"(47.618480049, -122.35316205)",,,,
1579035,15000357184,2015357184,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,10/12/2015 06:54:00 PM,21XX BLOCK OF WESTERN AV,D,D1,8002.2016,-122.345422123,47.611557226,"(47.611557226, -122.345422123)",SECONDARY - THEFT (NOT SHOPLIFT OR SERVICES),OTHER PROPERTY,THEFT,
2021726,17000212964,2017212964,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,06/13/2017 11:31:06 PM,AURORA AV N / N 77 ST,J,J3,2700.4024,-122.34449,47.684765,"(47.684765, -122.34449)","MOTOR VEHICLE COLLISION, HIT AND RUN",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,06/13/2017 07:59:23 PM
1992924,17000160288,2017160288,186,"NARCOTICS, DRUG TRAFFIC LOITERING",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,05/07/2017 05:41:37 PM,18XX BLOCK OF E PIKE ST,C,C3,7900.2008,-122.30833,47.6141,"(47.6141, -122.30833)","NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",NARCOTICS COMPLAINTS,NARCOTICS COMPLAINTS,
2050206,14000196173,2014196173,074,LICENSE PLATE THEFT OR LOSS,CAR PROWL,CAR PROWL,06/19/2014 07:37:00 PM,21XX BLOCK OF 20 AV S,O,O1,9400.3021,-122.306858172,47.584096317,"(47.584096317, -122.306858172)","AUTO - THEFT/LOSS, PLATES AND/OR TAB",AUTO THEFTS,AUTO RECOVERIES,06/19/2014 06:35:00 PM
2127090,14000253697,2014253697,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,08/02/2014 06:41:00 AM,90XX BLOCK OF 45 AV NE,L,L3,2200.4010,-122.279992471,47.694313027,"(47.694313027, -122.279992471)",THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),OTHER PROPERTY,THEFT,08/02/2014 04:08:00 AM
1311562,13000047443,201347443,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,02/10/2013 08:01:00 PM,MINOR AV / PINE ST,E,E2,8400.1008,-122.328712921,47.614918932,"(47.614918932, -122.328712921)",,,,
1128019,15000210222,2015210222,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,06/22/2015 09:08:00 AM,BEACON AV S / S BAYVIEW ST,R,R1,9400.4013,-122.313806516,47.581014354,"(47.581014354, -122.313806516)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,06/22/2015 08:13:00 AM
1689381,16000082050,201682050,201,ALACAD - RESIDENTIAL BURGLARY (FALSE),BURGLARY ALACAD (FALSE),FALSE ALACAD,03/08/2016 09:24:37 AM,16XX BLOCK OF 5 AV N,Q,Q2,6700.3,-122.34715,47.63404,"(47.63404, -122.34715)","ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",ALACAD,SUSPICIOUS CIRCUMSTANCES,
1844434,16000353343,2016353343,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,09/29/2016 11:11:05 AM,8XX BLOCK OF S HOLGATE ST,O,O1,9300.1046,-122.322975,47.586456,"(47.586456, -122.322975)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,
35424,10000275161,2010275161,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,08/08/2010 02:34:00 AM,11XX BLOCK OF MERCER ST,D,D2,7300.1003,-122.334050624,47.624265962,"(47.624265962, -122.334050624)",,,,
410928,11000257105,2011257105,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,08/06/2011 09:43:00 PM,5XX BLOCK OF QUEEN ANNE AVE N,Q,Q3,7100.2003,-122.35671454,47.623929893,"(47.623929893, -122.35671454)",,,,
1842261,16000349315,2016349315,350,HAZARDS,HAZARDS,HAZARDS,09/26/2016 02:34:49 PM,ALASKAN WY VI NB / SENECA ST,K,K1,8100.1022,-122.33941,47.60534,"(47.60534, -122.33941)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,09/26/2016 12:47:10 PM
1641639,16000000011,201611,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,01/01/2016 01:56:03 AM,127XX BLOCK OF 30 AV NE,L,L3,100.5004,-122.29635,47.721996,"(47.721996, -122.29635)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
128870,10000411436,2010411436,440,MOTORIST ASSIST,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,11/28/2010 11:59:00 AM,NULL,D,D1,7200.1054,-122.348861685,47.619741569,"(47.619741569, -122.348861685)",,,,
2107790,14000228793,2014228793,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,07/13/2014 06:42:00 PM,15 AV E / E VALLEY ST,C,C1,6400.2011,-122.312582205,47.62607032,"(47.62607032, -122.312582205)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,07/13/2014 06:22:00 PM
1709431,16000117445,2016117445,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,04/05/2016 06:05:13 PM,5XX BLOCK OF 3 AV,K,K2,8100.2043,-122.331085,47.602413,"(47.602413, -122.331085)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
1503531,15000265321,2015265321,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF",08/01/2015 09:24:00 PM,2XX BLOCK OF YALE AV N,D,D3,7300.1024,-122.330420409,47.620244346,"(47.620244346, -122.330420409)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,08/01/2015 09:21:00 PM
907821,12000320910,2012320910,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,09/21/2012 05:34:00 PM,12XX BLOCK OF N 45TH ST,J,J3,5000.3002,-122.343388248,47.661385042,"(47.661385042, -122.343388248)",FOLLOW UP,MISCELLANEOUS,MISCELLANEOUS,09/21/2012 03:44:00 PM
802112,12000151431,2012151431,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,05/17/2012 12:23:00 AM,137XX BLOCK OF LAKE CITY WAY NE,L,L1,100.2004,-122.292280791,47.729201109,"(47.729201109, -122.292280791)",,,,
1722251,16000142567,2016142567,170,"RECKLESS ENDANGERMENT, LITTERING, PARKS CODE VIOLATIONS",MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,04/25/2016 08:14:11 AM,4XX BLOCK OF PIKE ST,M,M3,8100.2005,-122.33613,47.610447,"(47.610447, -122.33613)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,
56339,10000305433,2010305433,220,MENTAL COMPLAINT,MENTAL CALL,MENTAL HEALTH,09/01/2010 04:27:00 AM,3XX BLOCK OF BATTERY ST,M,M1,7200.2021,-122.345664273,47.615805569,"(47.615805569, -122.345664273)",,,,
558568,11000141729,2011141729,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF ",05/04/2011 11:04:00 AM,N 85 ST / AURORA AV N,J,J1,2800.1000,-122.344523229,47.690562431,"(47.690562431, -122.344523229)",,,,
1508213,15000271063,2015271063,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,08/06/2015 03:07:00 AM,M L KING JR WY S / S LUCILE ST,S,S1,10401.2020,-122.28876784,47.552519325,"(47.552519325, -122.28876784)",TRAFFIC STOP - OFFICER INITIATED ONVIEW,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,08/06/2015 12:49:00 AM
1085009,15000148356,2015148356,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,05/06/2015 06:12:00 PM,NE 65 ST / NE RAVENNA BV,J,J3,3600.4007,-122.322334716,47.675869488,"(47.675869488, -122.322334716)",UNKNOWN - COMPLAINT OF UNKNOWN NATURE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,05/06/2015 05:26:00 PM
53052,10000300766,2010300766,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,08/28/2010 05:35:00 AM,11XX BLOCK OF 6TH AVE,K,K1,8200.3008,-122.331668953,47.608086808,"(47.608086808, -122.331668953)",,,,
47370,10000292785,2010292785,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,08/21/2010 08:03:00 PM,80XX BLOCK OF 19TH AVE NE,U,U1,2600.1011,-122.307868397,47.687584014,"(47.687584014, -122.307868397)",,,,
1632880,15000436972,2015436972,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,12/17/2015 11:38:43 PM,3XX BLOCK OF NE NORTHGATE WY,L,L2,1200.4011,-122.324615,47.708603,"(47.708603, -122.324615)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1302590,13000036341,201336341,100,FRAUD (INCLUDING IDENTITY THEFT),FRAUD CALLS,FRAUD CALLS,02/01/2013 12:27:00 PM,9XX BLOCK OF N 35TH ST,J,J3,5400.3008,-122.346092682,47.649957455,"(47.649957455, -122.346092682)",,,,
869451,12000257509,2012257509,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,08/05/2012 10:08:00 PM,64XX BLOCK OF 57TH AVE S,R,R3,11102.1002,-122.261797413,47.544596986,"(47.544596986, -122.261797413)",,,,
2002695,17000178302,2017178302,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,05/20/2017 10:49:38 PM,4 AV / PINE ST,M,M3,8100.2008,-122.33759,47.611206,"(47.611206, -122.33759)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,05/20/2017 07:37:48 PM
1698628,16000098761,201698761,161,TRESPASS,TRESPASS,TRESPASS,03/21/2016 02:34:56 PM,4XX BLOCK OF PINE ST,M,M2,8100.2000,-122.33732,47.61132,"(47.61132, -122.33732)",TRESPASS,TRESPASS,TRESPASS,
2000348,17000174077,2017174077,191,FELONY WARRANT SERVICE,WARRANT CALLS,ARREST,05/17/2017 11:37:05 PM,FAIRVIEW AV N / MERCER ST OFF RP,D,D3,6600.1044,-122.33429,47.62469,"(47.62469, -122.33429)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,05/17/2017 09:20:06 PM
1138282,15000224957,2015224957,281,SUSPICIOUS VEHICLE,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,07/02/2015 09:29:00 PM,14 AV / E PINE ST,C,C1,7500.2010,-122.314246271,47.615280861,"(47.615280861, -122.314246271)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,07/02/2015 09:23:00 PM
534557,11000099588,201199588,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,03/28/2011 09:51:00 AM,17XX BLOCK OF DEXTER AVE N,D,D1,6700.1002,-122.342285182,47.634988356,"(47.634988356, -122.342285182)",,,,
913016,12000328083,2012328083,430,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,ACCIDENT INVESTIGATION,09/26/2012 07:06:00 PM,45XX BLOCK OF ROOSEVELT WAY NE,U,U2,5200.5006,-122.323310651,47.722999355,"(47.722999355, -122.323310651)",TRU - ACC - HIT AND RUN,ACCIDENT INVESTIGATION,TRAFFIC RELATED CALLS,09/26/2012 05:49:00 PM
1592440,15000374331,2015374331,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,10/26/2015 06:53:00 AM,10XX BLOCK OF 4 AV,K,K1,8100.2023,-122.333235573,47.606444573,"(47.606444573, -122.333235573)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
790016,12000133288,2012133288,040,"ASSAULTS, OTHER",ASSAULTS,ASSAULTS,05/01/2012 02:46:00 PM,3 AV / VIRGINIA ST,M,M2,8002.1001,-122.340894617,47.612397328,"(47.612397328, -122.340894617)",,,,
2002493,17000178002,2017178002,065,THEFT - MISCELLANEOUS,THEFT,OTHER PROPERTY,05/20/2017 05:56:44 PM,55XX BLOCK OF RAVENNA AV NE,U,U1,4301.3012,-122.30385,47.66905,"(47.66905, -122.30385)",TRU - THEFT,OTHER PROPERTY,THEFT,
2031602,14000170604,2014170604,246,"NOISE DISTURBANCE, RESIDENTIAL",NOISE DISTURBANCE,DISTURBANCES,05/30/2014 10:06:00 PM,8XX BLOCK OF 34 AV,G,G3,7800.4015,-122.289387109,47.609832634,"(47.609832634, -122.289387109)","NOISE - DISTURBANCE (PARTY, ETC)",DISTURBANCES,DISTURBANCES,
1564025,15000338740,2015338740,430,MOTOR VEHICLE COLLISION,TRAFFIC RELATED CALLS,MOTOR VEHICLE COLLISION INVESTIGATION,09/27/2015 08:27:00 PM,3 AV / PINE ST,M,M3,8100.2008,-122.338701659,47.610742765,"(47.610742765, -122.338701659)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING",MOTOR VEHICLE COLLISION INVESTIGATION,TRAFFIC RELATED CALLS,
554624,11000137901,2011137901,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,05/01/2011 01:23:00 AM,8XX BLOCK OF 23RD AVE S,G,G2,9000.1006,-122.302220078,47.59507719,"(47.59507719, -122.302220078)",,,,
800221,12000148382,2012148382,074,LICENSE PLATE THEFT OR LOSS,CAR PROWL,CAR PROWL,05/14/2012 12:57:00 PM,6XX BLOCK OF 9TH AVE,D,D3,8500.1015,-122.325075972,47.605911838,"(47.605911838, -122.325075972)",,,,
1264509,11000019772,201119772,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,01/17/2011 06:04:00 PM,34XX BLOCK OF 1ST AVE S,O,O2,9300.3077,-122.334339189,47.57270045,"(47.57270045, -122.334339189)",,,,
1119612,15000198315,2015198315,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,06/13/2015 02:58:00 PM,27XX BLOCK OF RAINIER AV S,R,R2,10001.1002,-122.299158735,47.57967225,"(47.57967225, -122.299158735)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
1597580,15000381072,2015381072,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,10/31/2015 12:56:00 AM,10XX BLOCK OF TERRACE ST,G,G1,8500.2015,-122.321781096,47.604823506,"(47.604823506, -122.321781096)",NUISANCE - MISCHIEF,MISCELLANEOUS MISDEMEANORS,MISCELLANEOUS MISDEMEANORS,10/30/2015 11:58:00 PM
35064,10000274683,2010274683,200,ALARMS - COMMERCIAL BURGLARY (FALSE),BURGLARY ALARMS (FALSE),FALSE ALARMS,08/07/2010 08:21:00 PM,4XX BLOCK OF S MICHIGAN ST,O,O3,10900.2086,-122.3289889,47.545496218,"(47.545496218, -122.3289889)",,,,
380992,11000213169,2011213169,250,"MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF ",07/02/2011 09:36:00 PM,21 AV SW / SW MYRTLE ST,F,F1,10800.2007,-122.359633039,47.539140972,"(47.539140972, -122.359633039)",,,,
1062381,15000116832,2015116832,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,04/10/2015 08:05:00 AM,5XX BLOCK OF E PIKE ST,E,E3,8400.1011,-122.324986079,47.614091488,"(47.614091488, -122.324986079)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1839737,16000344974,2016344974,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,09/23/2016 02:46:33 AM,20XX BLOCK OF NW CANOE PL,J,J2,3100.3011,-122.38236,47.68017,"(47.68017, -122.38236)",SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
766125,12000097242,201297242,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,03/31/2012 12:52:00 PM,16XX BLOCK OF 8TH AVE,D,D3,8200.1001,-122.333606745,47.613560244,"(47.613560244, -122.333606745)",,,,
784455,12000125267,2012125267,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,04/24/2012 03:11:00 PM,6XX BLOCK OF 32ND AVE E,C,C3,6300.4006,-122.29099007,47.625995608,"(47.625995608, -122.29099007)",,,,
821656,12000177311,2012177311,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,06/07/2012 05:24:00 PM,26XX BLOCK OF SW THISTLE ST,F,F2,11400.1007,-122.366530205,47.528280757,"(47.528280757, -122.366530205)",,,,
1290499,13000021717,201321717,161,TRESPASS,TRESPASS,TRESPASS,01/19/2013 01:25:00 PM,1XX BLOCK OF VIRGINIA ST,M,M3,8002.1004,-122.342182557,47.611400659,"(47.611400659, -122.342182557)",,,,
884509,12000285016,2012285016,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,08/25/2012 11:10:00 PM,7XX BLOCK OF 27TH AVE,G,G3,8800.2003,-122.297556537,47.608504264,"(47.608504264, -122.297556537)",,,,
875629,12000267633,2012267633,052,BURGLARY - COMMERCIAL ,COMMERCIAL BURGLARIES,BURGLARY,08/13/2012 02:04:00 PM,6XX BLOCK OF S JACKSON ST,K,K2,9200.1008,-122.324402632,47.599189679,"(47.599189679, -122.324402632)",,,,
1520847,15000286608,2015286608,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,08/17/2015 04:57:00 PM,29XX BLOCK OF WESTERN AV,D,D1,8001.3018,-122.354027573,47.616643609,"(47.616643609, -122.354027573)",THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),"THREATS, HARASSMENT","THREATS, HARASSMENT",
596755,11000165998,2011165998,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,05/25/2011 01:18:00 AM,30XX BLOCK OF NE 143RD ST,L,L1,100.4002,-122.295187445,47.731965721,"(47.731965721, -122.295187445)",,,,
1561425,15000335589,2015335589,280,SUSPICIOUS PERSON,SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,09/25/2015 11:12:00 AM,15 AV / E ALDER ST,G,G2,8600.3005,-122.312868684,47.604341762,"(47.604341762, -122.312868684)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT",SUSPICIOUS CIRCUMSTANCES,SUSPICIOUS CIRCUMSTANCES,
132134,10000416341,2010416341,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,12/02/2010 04:29:00 PM,5XX BLOCK OF 3RD AVE,K,K2,8100.2035,-122.331082201,47.602412413,"(47.602412413, -122.331082201)",,,,
551158,11000132882,2011132882,071,AUTO THEFT,AUTO THEFTS,AUTO THEFTS,04/26/2011 09:35:00 PM,45XX BLOCK OF 42ND AVE SW,W,W2,10500.6003,-122.385456088,47.561987757,"(47.561987757, -122.385456088)",,,,
2113504,14000235524,2014235524,245,"DISTURBANCE, OTHER",DISTURBANCES,DISTURBANCES,07/18/2014 07:59:00 PM,73XX BLOCK OF 35 AV NE,L,L3,3800.1000,-122.290453261,47.682140147,"(47.682140147, -122.290453261)","DISTURBANCE, MISCELLANEOUS/OTHER",DISTURBANCES,DISTURBANCES,
1795200,16000268542,2016268542,220,CRISIS COMPLAINT - GENERAL,CRISIS CALL,BEHAVIORAL HEALTH,07/27/2016 12:38:07 AM,3 AV / PINE ST,M,M2,8100.2008,-122.3387,47.610744,"(47.610744, -122.3387)",CRISIS - PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,BEHAVIORAL HEALTH,CRISIS CALL,07/26/2016 11:43:30 PM
452885,11000318809,2011318809,101,"FORGERY, BAD CHECKS",FRAUD CALLS,FRAUD CALLS,09/27/2011 08:42:00 PM,143XX BLOCK OF INTERLAKE AVE N,N,N1,300.3001,-122.341325338,47.733221229,"(47.733221229, -122.341325338)",,,,
673825,12000230659,2012230659,244,NOISE DISTURBANCE,DISTURBANCES,DISTURBANCES,07/17/2012 08:17:00 PM,RAINIER AV S / S BAYVIEW ST,R,R2,9500.4004,-122.300169226,47.580993645,"(47.580993645, -122.300169226)",HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT),HAZARDS,HAZARDS,
586754,11000170886,2011170886,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,05/29/2011 01:37:00 AM,BELLEVUE AV / E PINE ST,E,E2,8400.1011,-122.326807388,47.615215414,"(47.615215414, -122.326807388)",,,,
627207,11000193631,2011193631,161,TRESPASS ,TRESPASS,TRESPASS,06/16/2011 10:34:00 PM,10XX BLOCK OF VALLEY ST,D,D2,6600.2016,-122.336469332,47.625787129,"(47.625787129, -122.336469332)",,,,
730560,12000042644,201242644,064,SHOPLIFT,THEFT,SHOPLIFTING,02/11/2012 10:28:00 PM,26XX BLOCK OF SW BARTON ST,F,F2,11400.3007,-122.367311994,47.521027576,"(47.521027576, -122.367311994)",,,,
385460,11000219773,2011219773,042,"HARASSMENT, THREATS - BY TELEPHONE, WRITING","THREATS, HARASSMENT","THREATS, HARASSMENT",07/07/2011 05:05:00 PM,9XX BLOCK OF NW 97TH ST,B,B1,1400.4007,-122.370070424,47.70015747,"(47.70015747, -122.370070424)",,,,
1728992,16000154067,2016154067,470,PARKING VIOLATION (EXCEPT ABANDONED VEHICLES),PARKING VIOLATIONS,TRAFFIC RELATED CALLS,05/04/2016 02:20:52 AM,47XX BLOCK OF 22 AV NE,U,U1,4302.2010,-122.30413,47.663994,"(47.663994, -122.30413)",PARKING VIOLATION (EXCEPT ABANDONED CAR),TRAFFIC RELATED CALLS,PARKING VIOLATIONS,
1981491,17000139582,2017139582,177,LIQUOR VIOLATION - INTOXICATED PERSON,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,04/21/2017 07:17:49 PM,6XX BLOCK OF 4 AV,K,K1,8100.2027,-122.33063,47.603592,"(47.603592, -122.33063)",DETOX - REQUEST FOR,LIQUOR VIOLATIONS,LIQUOR VIOLATIONS,
494146,11000103717,2011103717,460,TRAFFIC (MOVING) VIOLATION,TRAFFIC RELATED CALLS,TRAFFIC RELATED CALLS,04/01/2011 02:08:00 AM,M L KING JR WY S / S OTHELLO ST,S,S2,11000.2000,-122.281294158,47.537040348,"(47.537040348, -122.281294158)",,,,
947171,12000372611,2012372611,,,,,,122XX BLOCK OF ASHWORTH AVE N,N,N1,600.3005,-122.339527584,47.71772623,"(47.71772623, -122.339527584)",FIGHT - IP - PHYSICAL (NO WEAPONS),DISTURBANCES,DISTURBANCES,10/30/2012 06:58:00 PM
865690,12000251322,2012251322,063,THEFT - CAR PROWL,CAR PROWL,CAR PROWL,08/01/2012 07:00:00 PM,22XX BLOCK OF VIEWMONT WAY W,Q,Q1,5600.6006,-122.40455143,47.637205578,"(47.637205578, -122.40455143)",,,,
1689627,16000078113,201678113,041,"HARASSMENT, THREATS","THREATS, HARASSMENT","THREATS, HARASSMENT",03/04/2016 10:46:14 PM,21XX BLOCK OF N NORTHGATE WY,N,N3,1200.5004,-122.33266,47.708656,"(47.708656, -122.33266)",ASLT - IP/JO - WITH OR W/O WPNS (NO SHOOTINGS),ASSAULTS,ASSAULTS,03/04/2016 08:25:59 PM
738380,12000054552,201254552,064,SHOPLIFT,THEFT,SHOPLIFTING,02/22/2012 11:21:00 PM,2XX BLOCK OF PIKE ST,K,K1,8100.2004,-122.338348307,47.609517439,"(47.609517439, -122.338348307)",,,,
